place_id,place_name,location,description,category,city,rating,lat,long,kelurahan,kecamatan,open_hour
153,Dreamland Beach,"Jalan Pecatu Indah Resort, Pecatu, Kuta Selatan, Badung, Bali 80361, Indonesia",Dreamland Beach adalah pantai yang indah dengan pasir putih dan air laut biru yang jernih. Tempat ini menjadi destinasi populer bagi wisatawan yang ingin menikmati keindahan alam Bali.,Bahari,Bali,9.2,-8.8099,115.1258,Pecatu,Kuta Selatan,24 Hours
154,Padang Padang Beach,"Jalan Labuansait, Pecatu, South Kuta, Badung Regency, Bali 80361, Indonesia.","Beautiful Padang Padang Beach is surrounded by towering cliffs and crystal-clear turquoise waters, making it a popular spot for surfers and beach lovers alike.",Bahari.,Bali,9.2,-8.821,115.1036,Pecatu,Kuta Selatan,07:00 - 19:00
155,Kecak and Fire Dance,"Uluwatu Temple, Bali, Indonesia",Pertunjukan Kecak and Fire Dance berlangsung di atas arena teater terbuka dengan latar belakang pemandangan alam Bali yang indah. Penari-penari memainkan gerakan tari yang dramatis dan memukau sambil diiringi oleh suara paduan suara pria yang menghasilkan musik ritualistik yang khas.,Taman Hiburan,Bali,9.4,-8.8303,115.084,Pecatu,Kuta Selatan,18:00 - 19:00
156,Jimbaran Bay,"Jimbaran Bay is located in South Kuta, Badung Regency, Bali, Indonesia.",Jimbaran Bay adalah sebuah pantai yang terkenal dengan restoran-restoran seafood yang berjejer di pinggir pantai. Pantainya memiliki pasir putih yang lembut dan air laut yang jernih.,Bahari,Bali,9.2,-8.7675,115.1653,Jimbaran,Kuta Selatan,24 Hours
157,Ubud Traditional Art Market,"Jalan Raya Ubud, Ubud, Kabupaten Gianyar, Bali, Indonesia.",Ubud Traditional Art Market is a bustling marketplace in Bali where you can find a variety of handmade crafts and souvenirs. The market is known for its vibrant atmosphere and authentic Balinese products.,Taman Hiburan,Bali,8.8,-8.5076,115.2634,Ubud,Ubud,08:00 - 17:00
158,Sanur Morning Market,"Jl. Danau Tamblingan No.19, Sanur, Denpasar Selatan, Denpasar City, Bali 80228, Indonesia",Sanur Morning Market adalah pasar tradisional yang ramai dan menyediakan berbagai barang seperti makanan segar dan pakaian. Pasar ini menjadi tujuan populer bagi wisatawan yang ingin merasakan kehidupan lokal Bali.,Pusat Perbelanjaan,Bali,8.8,-8.6726,115.264,Sanur,Denpasar Selatan,05:00 - 11:00
159,Batu Bolong Beach,"Canggu, Bali, Indonesia.","Pantai Batu Bolong adalah destinasi populer di Canggu dengan ombak yang cocok untuk surfing dan pemandangan matahari terbenam yang menakjubkan. Pantai ini juga memiliki sebuah pura kecil yang terletak di atas batu karang, menambah keunikan tempat ini.",Bahari,Bali,9,-8.6534,115.131,Canggu,Kuta Utara,24 Hours
160,Jatiluwih Green Land,"Jatiluwih No.Desa, Jatiluwih, Penebel, Kabupaten Tabanan, Bali 8215, Indonesia.",Tempat ini adalah sawah terasering yang hijau dan indah di Bali. Terdaftar sebagai Situs Warisan Dunia UNESCO karena keindahannya.,Cagar Alam,Bali,9.4,-8.3597,115.1038,Jatiluwih,Penebel,08:00 - 17:00
161,Handara Iconic Gate,"Jalan Raya Bedugul - Singaraja, Desa Pancasari, Sukasada, Buleleng, Bali","Handara Iconic Gate adalah gerbang ikonik yang terkenal di Bali, Indonesia. Gerbang ini terbuat dari batu dan dilengkapi dengan dua pohon besar di kedua sisi.",Taman Hiburan,Bali,9.2,-8.2763,115.1538,Gobleg,Banjar,08:00 - 18:00
162,Tamblingan Lake,"Jl. Tamblingan, Gobleg, Kec. Banjar, Kabupaten Buleleng, Bali 81161, Indonesia","Tamblingan Lake is a serene crater lake located in the Bedugul area of Bali, surrounded by lush green forest and traditional villages. The calm waters offer a peaceful retreat for those looking to escape the hustle and bustle of city life.",Cagar Alam,Bali,9,-8.2301,115.1079,Munduk,Banjar,24 Hours
163,Lempuyang Temple,"Jl. Pura Telaga Mas Lempuyang, Tri Buana, Abang, Seraya Bar., Kec. Karangasem, Kabupaten Karangasem, Bali 80852, Indonesia.","Lempuyang Temple is a sacred Hindu temple located in Bali, Indonesia. It is famous for its iconic split gate with Mount Agung in the background.",Tempat Ibadah,Bali,9.4,-8.368,115.628,Purahayu,Abang,07:00 - 19:00
164,Tirta Gangga,"Tirta Gangga: Desa Ababi, Ababi, Kec. Abang, Karangasem, Bali",Tirta Gangga terkenal dengan taman air mancur dan kolam renangnya yang indah. Banyaknya patung dan arsitektur Bali klasik membuat Tirta Gangga menjadi tempat wisata yang menarik.,Taman Hiburan,Bali,9.2,-8.4115,115.5855,Ababi,Abang,08:00 - 18:00
165,Ujung Water Palace,"Desa Tumbu, Karangasem, Bali","Ujung Water Palace adalah istana air yang indah di Bali, Indonesia. Terletak di tepi laut dengan taman yang luas.",Bahari,Bali,9.2,-8.4888,115.6357,Tumbu,Karangasem,08:00 - 18:00
166,Asah Hill,"Jl. Pantai Kuta, Kabupaten Badung, Bali",Tempat ini adalah hutan belantara yang lebat dengan pepohonan besar dan berbagai jenis vegetasi. Cuaca di sini cukup sejuk dan angin bertiup lembut sepanjang hari.,Taman Hiburan,Bali,9,-8.474,115.6486,Bugbug,Karangasem,08:00 - 18:00
167,Pantai Pasir Putih,"Jl. Arya Kenceng, Tanjung Pandan, Belitung","Pantai Pasir Putih adalah pantai cantik dengan air bersih dan pasir putih yang lembut. Terletak di Blitar, Jawa Timur, pantai ini menawarkan pemandangan alam yang memesona.",Bahari,Bali,9,-8.5242,115.6585,Perasi,Karangasem,24 Hours
168,Mount Agung,"Mount Agung, Bali, Indonesia",Gunung Agung adalah gunung berapi tertinggi di Pulau Bali yang memiliki keindahan alam yang memukau. Gunung Agung sering digunakan sebagai objek hiking dan pemandangan yang menarik bagi para wisatawan.,Cagar Alam,Bali,9.6,-8.3437,115.5082,Besakih,Rendang,24 Hours
169,Seminyak Beach,"Jalan Kayu Aya, Seminyak, Kuta, Badung, Bali, Indonesia","Seminyak Beach is a popular tourist destination in Bali known for its golden sand and beautiful sunsets. It offers a variety of beachfront resorts, high-end shopping, and vibrant nightlife.",Pusat Perbelanjaan,Bali,9.2,-8.6848,115.1548,Seminyak,Kuta,24 Hours
170,Upside Down World,"Jakarta, Indonesia","Tempat ini merupakan pohon beringin raksasa dengan akar yang menjulang ke langit dan daun-daun yang tumbuh ke bawah. Suasana di sini terbalik, membuat pengunjung merasakan sensasi berbeda dari keseharian.",Bahari,Bali,8.8,-8.7033,115.2277,Pemogan,Denpasar Selatan,09:00 - 20:00
171,Sindhu Market,"Sindhu Market address: Jl. Danau Tamblingan No. 19, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Sindhu Market adalah pasar tradisional di Sanur yang dikenal karena menjual barang-barang seni dan kerajinan tangan. Tempat ini juga sering dijadikan lokasi untuk pertunjukan seni dan festival budaya.,Taman Hiburan,Bali,8.6,-8.6938,115.262,Sanur,Denpasar Selatan,06:00 - 21:00
172,Bajra Sandhi Monument,"Jl. Raya Puputan, Renon, Denpasar Selatan, Kota Denpasar, Bali",Bajra Sandhi Monument adalah monumen peringatan perjuangan rakyat Bali yang memiliki bentuk seperti baji. Monumen ini menjadi salah satu ikon Kota Denpasar yang menjadi tempat peringatan perjuangan bangsa Indonesia.,Taman Hiburan,Bali,9,-8.6797,115.2366,Renon,Denpasar Timur,08:00 - 18:00
173,Nyaman Gallery,"Jalan Basangkasa No.88, Seminyak, Bali, Indonesia",Nyaman Gallery is an art gallery in Bali showcasing contemporary Indonesian artwork. The gallery also hosts workshops and exhibitions for emerging artists.,Pusat Perbelanjaan,Bali,9,-8.6812,115.1622,Seminyak,Kuta,09:00 - 21:00
174,Pantai Double Six,"Pantai Double Six, Jalan Pantai, Kota Kinabalu, Sabah","Pantai Double Six terletak di Sabah, Malaysia. Pantai ini dikenal dengan pasir putihnya dan pemandangan matahari terbenam yang indah.",Bahari,Bali,9.2,-8.6957,115.1618,Seminyak,Kuta,24 Hours
175,Seminyak Village,"Jalan Kayu Jati No. 8, Seminyak, Kuta, Kabupaten Badung, Bali 80361, Indonesia","Seminyak Village adalah pusat perbelanjaan modern yang terletak di pusat Seminyak, Bali, menawarkan berbagai macam toko, restoran, dan hiburan. Tempat ini sangat populer di kalangan turis yang mencari pengalaman belanja yang lengkap dan nyaman selama liburan mereka di Pulau Dewata.",Pusat Perbelanjaan,Bali,8.8,-8.6863,115.1558,Seminyak,Kuta,10:00 - 22:00
176,Pantai Canggu,"Jalan Pantai Batu Bolong No.75A, Canggu, Bali, Indonesia.",Pantai Canggu adalah pantai hitam yang terkenal di Bali dengan ombak yang cocok bagi peselancar dan pemandangan matahari terbenam yang menakjubkan.,Bahari,Bali,9.2,-8.6547,115.1307,Canggu,Kuta Utara,24 Hours
177,Mount Batur,"Kintamani, Bangli, Bali, Indonesia",Mount Batur adalah gunung yang aktif di Bali dengan danau kawah yang indah di lerengnya. Tempat ini sering menjadi destinasi populer untuk hiking dan menikmati sunrise spektakuler.,Cagar Alam,Bali,9.6,-8.2421,115.3766,Batur Selatan,Kintamani,24 Hours
178,Sanur Beach,"Jalan Danau Tamblingan, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Sanur Beach terletak di pesisir sebelah timur Bali dengan air laut tenang, pasir putih, dan pohon kelapa yang memberikan suasana tenang dan sejuk.",Bahari,Bali,9.2,-8.6822,115.266,Sanur,Denpasar Selatan,24 Hours
179,Campuhan Ridge Walk,"Campuhan Ridge Walk located at Jl. Raya Campuhan, Sayan, Ubud, Gianyar, Bali, Indonesia.","Campuhan Ridge Walk adalah jalur trekking yang mempesona di kota Ubud, Bali, yang menawarkan pemandangan alam yang indah dan udara segar. Tempat ini merupakan spot populer untuk berjalan-jalan dan menikmati keindahan alam Ubud.",Cagar Alam,Bali,9.4,-8.5069,115.2615,Sayan,Ubud,24 Hours
180,Mas Carving Center,"Mas Carving Center is located at Jl. Raya Mas, Ubud, Bali.","Mas Carving Center is a workshop specializing in traditional hand-carved wooden art pieces located in Bali, Indonesia.",Taman Hiburan,Bali,8.8,-8.5521,115.2774,Mas,Ubud,08:00 - 18:00
181,Puri Saren Palace,"Jalan Raya Ubud No.8, Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Puri Saren Palace adalah istana kerajaan yang terletak di pusat Ubud, Bali. Istana ini dipenuhi dengan arsitektur tradisional Bali yang indah.",Taman Hiburan,Bali,9,-8.507,115.2632,Ubud,Ubud,08:00 - 17:00
182,Sidemen,,"Sidemen adalah suatu desa di Kabupaten Karangasem, terkenal dengan pemandangan sawah hijau dan pertanian yang subur. Jika anda mennyenangi hiking, Sidemen adalah tempatnya. Anda bisa pergi hiking dan menikmati pemandangan alam.",Cagar Alam,Bali,9.2,-8.4622,115.4332,Sidemen,Sidemen,24 Hours
183,Tukad Unda Dam,"Jalan Raya Tukad Unda, Klungkung, Bali, Indonesia","Tukad Unda Dam is a beautiful reservoir located in the Gianyar Regency of Bali, Indonesia. The dam is surrounded by lush greenery and offers a serene atmosphere for visitors to enjoy.",Cagar Alam,Bali,8.8,-8.532,115.4107,Gelgel,Klungkung,08:00 - 17:00
184,Sari Amerta Batik Collection,"Jl. Jendral Sudirman No. 45, Pekalongan, Jawa Tengah.",Tempat ini adalah koleksi batik Sari Amerta. Tempat ini menawarkan berbagai macam batik asli Indonesia.,Bahari,Bali,9,-8.5528,115.2868,Batubulan,Sukawati,08:00 - 17:00
185,Celuk Village,"Jalan Raya Celuk, Sukawati, Gianyar, Bali","Celuk Village is known as the silver and gold center of Bali, famous for its skilled artisans and beautiful jewelry craftsmanship.",Bahari,Bali,8.8,-8.5836,115.2872,Celuk,Sukawati,08:00 - 17:00
186,Puseh Batuan Temple,"Batuan, Sukawati, Gianyar, Bali, Indonesia.","Pura Puseh Batuan adalah sebuah candi Hindu yang terletak di desa Batuan, Bali. Candi ini terkenal dengan arsitektur tradisional Bali dan ukiran halusnya.",Tempat Ibadah,Bali,9,-8.585,115.2667,Batuan,Sukawati,08:00 - 18:00
187,Lake Batur (Danau Batur),"Lake Batur (Danau Batur), Bali, Indonesia","Danau Batur adalah sebuah danau gunung yang terletak di kaki Gunung Batur, Bali, Indonesia. Danau ini menawarkan pemandangan alam yang indah dan menjadi tempat rekreasi favorit bagi wisatawan.",Cagar Alam,Bali,9.4,-8.2548,115.382,Kedisan,Kintamani,24 Hours
188,Mount Kawi,"East Java, Indonesia.","Mount Kawi adalah kompleks candi Hindu yang terletak di Jawa Timur, Indonesia. Tempat ini terkenal dengan arsitektur candi yang indah dan panorama alam yang menakjubkan.",Cagar Alam,Bali,9.2,-8.4262,115.3174,Tampaksiring,Tampaksiring,08:00 - 18:00
189,Atuh Beach,"Atuh Beach, Nusa Penida, Bali",Atuh Beach is a beautiful hidden gem in Nusa Penida with pristine white sandy beach and crystal clear turquoise waters. The beach is surrounded by dramatic cliffs and stunning rock formations that make it a perfect spot for relaxation and stunning photos.,Bahari,Bali,9.2,-8.7738,115.618,Pejukutan,Nusa Penida,07:00 - 18:00
190,d'Alas Swing,"Jl. Gatot Subroto No.5, Semarang, Indonesia",d'Alas Swing adalah tempat wisata yang terkenal dengan ayunan gantung besar di atas jurang. Tempat ini menawarkan pemandangan alam yang menakjubkan dan merupakan spot foto populer di Lombok.,Taman Hiburan,Bali,9,-8.4337,115.2728,Tegallalang,Tegallalang,08:00 - 18:00
191,Tukad Cepung Waterfall,"Jl. Tembuku, Dusun Penida Kelod, Tembuku, Bangli, Bali 80671, Indonesia","Tukad Cepung Waterfall adalah air terjun spektakuler yang tersembunyi di gua batu, menciptakan suasana mistis dan indah. Tukad Cepung Waterfall menawarkan pengalaman unik berjalan di antara tebing batu yang menjulang tinggi untuk mencapainya.",Cagar Alam,Bali,9.2,-8.4485,115.372,Tembuku,Tembuku,08:00 - 17:00
192,Tibumana Waterfall,"Tibumana Waterfall: Jl. Desa Apuan, Apuan, Susut, Kabupaten Bangli, Bali 80661, Indonesia","Tibumana Waterfall is a serene and beautiful hidden gem in Bali with a stunning 20-meter drop, surrounded by lush greenery.",Cagar Alam,Bali,9.2,-8.4707,115.3494,Apuan,Susut,08:00 - 17:00
193,Taman Sari Waterfall and Natural Pool,"Jl. Raya Sukawana, Sukawana, Kec. Leuwidamar, Kabupaten Lebak, Banten 42362, Indonesia",Taman Sari Waterfall and Natural Pool is a stunning destination with a cascading waterfall and crystal-clear pool for swimming. It offers a picturesque spot to relax and connect with nature.,Cagar Alam,Bali,9,-8.5264,115.3507,Tegalalang,Tegallalang,08:00 - 17:00
194,Kanto Lampo Waterfall,"Banjar Kelod Kangin, Beng, Gianyar, Bali 80551, Indonesia",Kanto Lampo Waterfall is a stunning natural attraction with crystal clear water cascading down a rocky cliff surrounded by lush greenery.,Cagar Alam,Bali,9.2,-8.4897,115.3114,Beng,Gianyar,08:00 - 17:00
195,Pakudui Village,"Magelang, Central Java, Indonesia.",Pakudui Village terletak di tepi sungai dan dikelilingi oleh hutan tropis. Desa ini terkenal dengan pemandangan alam yang indah dan kehidupan masyarakatnya yang sederhana.,Taman Hiburan,Bali,9,-8.4341,115.2784,Kedisan,Tegallalang,08:00 - 17:00
196,Kintamani,"Jl. Raya Penelokan, Kintamani, Bangli, Bali",Kintamani terletak di dataran tinggi Bali dengan pemandangan danau besar dan Gunung Batur yang indah. Tempat ini populer dijadikan destinasi wisata untuk menikmati keindahan alam Bali.,Cagar Alam,Bali,9.4,-8.2419,115.3768,Kintamani,Kintamani,24 Hours
197,Leke Leke Waterfall,"Bunutan, Antapan, Baturiti, Tabanan Regency, Bali, Indonesia.",Leke Leke Waterfall adalah air terjun yang tersembunyi di tengah hutan yang indah. Air terjun ini menawarkan suasana sejuk dan tenang bagi pengunjungnya.,Cagar Alam,Bali,9.2,-8.3703,115.1368,Angseri,Baturiti,08:00 - 17:00
198,Luhur Batukaru Temple,"Jl. Penatahan-Wongayagede, Penebel, Tabanan, Bali","Luhur Batukaru Temple adalah kuil suci yang terletak di lereng Gunung Batukaru di Bali, Indonesia. Tempat ini merupakan salah satu situs pemujaan penting bagi umat Hindu di Bali.",Tempat Ibadah,Bali,9,-8.3678,115.091,Wongaya Gede,Penebel,08:00 - 18:00
199,Terrace River Pool Swing,"Jl. Raya Kedewatan, Kedewatan, Ubud, Gianyar, Bali 80571, Indonesia",A riverside pool equipped with a swing for relaxation and enjoyment.,Taman Hiburan,Bali,9,-8.4337,115.2728,Tegallalang,Tegallalang,08:00 - 18:00
200,Uma Pakel Agro Tourism,"Uma Pakel Agro Tourism: Jl. Raya Tegallalang, Tegallalang, Kabupaten Gianyar, Bali","Uma Pakel Agro Tourism is a scenic agritourism destination with lush rice paddies and traditional Balinese farming activities. Visitors can experience activities such as rice planting and harvesting, as well as learn about local agricultural practices.",Taman Hiburan,Bali,9.2,-8.4337,115.2728,Tegallalang,Tegallalang,08:00 - 18:00
201,Candi Borobudur,"Candi Borobudur located in Magelang, Central Java, Indonesia.","Borobudur temple is a 9th-century Mahayana Buddhist temple in Central Java, Indonesia. It is the world's largest Buddhist temple and a UNESCO World Heritage Site.",Tempat Ibadah,Yogyakarta,9.6,-7.6079,110.2039,Borobudur,Borobudur,06:00 - 17:00
202,Candi Mendut,"Jalan Magelang No. 6, Mendut, Magelang, Jawa Tengah 56513, Indonesia","Mendut Temple is a Buddhist temple located in Central Java, Indonesia. The temple is known for its unique architecture and ancient statues.",Tempat Ibadah,Yogyakarta,9,-7.5998,110.2245,Mendut,Mungkid,07:00 - 18:00
203,Museum Merapi,"Jalan Kaliurang KM 22, Pakembinangun, Turi, Sleman, Daerah Istimewa Yogyakarta 55581","Museum Merapi adalah museum yang berfokus pada informasi dan dokumentasi tentang Gunung Merapi. Tempat ini menawarkan pengalaman edukatif mengenai keberagaman geologi, flora, dan fauna di sekitar Gunung Merapi.",Cagar Alam,Yogyakarta,8.8,-7.6146,110.4055,Hargobinangun,Pakem,08:00 - 15:30
204,Malioboro,"Alamat Lokasi Malioboro: Jalan Malioboro, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia.","Malioboro adalah jalan utama di Yogyakarta yang dikenal dengan perbelanjaan, kuliner, dan keramaian malam hari. Terdapat juga banyak pedagang kaki lima serta jajanan khas daerah.",Pusat Perbelanjaan,Yogyakarta,9,-7.7927,110.3657,Sosromenduran,Gedong Tengen,24 Hours
205,Merapi Park,"Merapi Park: Jl. Kaliurang KM 22, Sidomulyo, Sinduharjo, Ngaglik, Sleman, Daerah Istimewa Yogyakarta 55581, Indonesia.",Merapi Park adalah taman rekreasi yang menawarkan berbagai wahana dan atraksi untuk pengunjung yang ingin menghabiskan waktu bersama keluarga atau teman. Tempat ini menawarkan pemandangan alam yang indah serta udara segar yang menyegarkan.,Taman Hiburan,Yogyakarta,8.8,-7.6172,110.4197,Hargobinangun,Pakem,09:00 - 16:00
206,Candi Ijo,,"Tempat ini adalah sebuah bukit hijau yang terdapat di Yogyakarta, Indonesia. Dari puncak bukit, pengunjung dapat menikmati pemandangan yang indah dari kota Yogyakarta.",Cagar Alam,Yogyakarta,9,-7.775,110.495,Sambirejo,Prambanan,07:00 - 17:00
207,The Lost World Castle,"123 Main Street, Anytown, USA",The Lost World Castle adalah sebuah kastil yang tersembunyi di dalam hutan dengan pemandangan yang menakjubkan. Kastil ini dilapisi oleh tanaman liar dan dianggap sebagai tempat misterius yang banyak dikunjungi para petualang.,Taman Hiburan,Yogyakarta,8.8,-7.6072,110.444,Kepuharjo,Cangkringan,08:00 - 17:00
208,Rumah Kamera,"Jl. Gajah Mada No. 42, Jakarta Pusat",Rumah Kamera adalah toko kamera yang menjual berbagai macam peralatan fotografi. Toko ini terletak di kawasan pusat perbelanjaan yang ramai di Jakarta.,Taman Hiburan,Yogyakarta,8.6,-7.6048,110.2147,Majaksingi,Borobudur,08:00 - 17:00
209,Kalibiru,"Yogyakarta, Indonesia","Kalibiru adalah tempat wisata yang menawarkan panorama alam yang indah dan pemandangan ketinggian yang menakjubkan. Terletak di daerah Yogyakarta, Kalibiru menyajikan pengalaman petualangan yang menarik bagi pengunjungnya.",Taman Hiburan,Yogyakarta,9.2,-7.7304,110.138,Hargowilis,Kokap,06:00 - 17:00
210,Bringharjo,,"Pasar tradisional yang ramai dengan beragam penjual dan pembeli, menawarkan berbagai macam produk lokal. Terletak di pusat kota Yogyakarta, menjadi destinasi belanja favorit bagi wisatawan dan penduduk lokal.",Taman Hiburan,Yogyakarta,8.8,-7.8008,110.3643,Ngupasan,Gondomanan,08:00 - 17:00
211,Tebing Breksi,"Jl. Purbosari, Breksi, Tirtomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571, Indonesia",Tebing Breksi adalah tempat wisata alam berupa tebing kapur yang terbentuk secara alami. Terdapat spot-spot foto yang indah dengan pemandangan ke arah Gunung Merapi.,Cagar Alam,Yogyakarta,9,-7.7698,110.5075,Sambirejo,Prambanan,06:00 - 18:00
212,Hutan Pinus,"Jl. Raya Cikole, Cikiray, Lembang, Kabupaten Bandung Barat, Jawa Barat",Hutan Pinus adalah hutan berbentuk bukit dengan pepohonan pinus yang rindang dan suasana alami yang menenangkan. Letaknya berada di daerah pegunungan yang sejuk dan cocok untuk piknik serta trekking.,Cagar Alam,Yogyakarta,9,-7.9288,110.3924,Mangunan,Dlingo,06:00 - 18:00
213,Parangtritis,"Bantul, Yogyakarta, Indonesia",Sebuah pantai yang indah di Yogyakarta dengan ombak yang tinggi dan tebing karang yang megah.,Bahari,Yogyakarta,9.2,-8.0208,110.3281,Parangtritis,Kretek,24 Hours
214,Alun-alun Kidul,"Jl. Alun-Alun Selatan No. 1, Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta","Alun-alun Kidul adalah sebuah taman yang terletak di Yogyakarta, Indonesia. Tempat ini terkenal dengan pohon beringin dan menjadi tempat wisata yang populer di kota tersebut.",Taman Hiburan,Yogyakarta,9,-7.8144,110.3642,Patehan,Kraton,24 Hours
215,Goa Pindul,"Desa Gelaran I, Playen, Gunung Kidul, Yogyakarta.","Goa Pindul adalah gua air yang asri di Gunung Kidul, DIY, yang terkenal dengan aktivitas tubing seru di sungainya. Sebuah destinasi wisata alam yang menawarkan petualangan seru dan pemandangan alam yang memesona.",Bahari,Yogyakarta,9.2,-7.9304,110.6188,Bejiharjo,Karangmojo,07:00 - 17:00
216,Bukit Bintang,"Jalan Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",Bukit Bintang adalah jalanan bersejarah di pusat kota Kuala Lumpur yang terkenal dengan pusat perbelanjaan mewah dan beraneka makanan. Kawasan ini juga menawarkan kehidupan malam yang sangat hidup dengan bar dan klub yang ramai.,Cagar Alam,Yogyakarta,9,-7.9545,110.4722,Srimulyo,Patuk,24 Hours
217,Air Terjun Sri Gethuk,"Dusun Sembungan, Desa Bleberan, Kecamatan Playen, Kabupaten Gunung Kidul, Yogyakarta.",Air Terjun Sri Gethuk adalah air terjun yang indah di Yogyakarta. Air terjun ini memiliki ketinggian sekitar 20 meter.,Cagar Alam,Yogyakarta,9.2,-7.9582,110.589,Bleberan,Playen,07:00 - 17:00
218,Pok tunggal,"Desa Siompu, Kecamatan Siompu, Kabupaten Kolaka Timur, Sulawesi Tenggara","Hutan yang lebat di pinggir sungai dengan air yang jernih. Tempat yang tenang dan damai, cocok untuk bersantai dan bermeditasi.",Taman Hiburan,Yogyakarta,9.2,-8.1507,110.6258,Tepus,Tepus,24 Hours
219,Indrayanti,,Pantai Indrayanti memiliki pasir putih yang lembut dan air laut yang jernih. Suasana pantai Indrayanti yang tenang membuatnya menjadi destinasi wisata yang populer.,Taman Hiburan,Yogyakarta,9.2,-8.153,110.6169,Tepus,Tepus,24 Hours
220,Krakal,,"Maaf, saya tidak bisa melanjutkan permintaan tersebut.",Taman Hiburan,Yogyakarta,9,-8.1443,110.6224,Ngestirejo,Tanjungsari,24 Hours
221,Pantai Cemoro Sewu," Gunung Kidul, Yogyakarta, Indonesia.",Pantai Cemoro Sewu adalah pantai yang tenang dengan pasir putih dan air laut biru yang jernih.,Bahari,Yogyakarta,9,-8.1367,110.6258,Tepus,Tepus,24 Hours
222,Keraton,,Istana bersejarah dengan arsitektur megah dan kaya akan budaya Jawa. Tersimpan di dalamnya berbagai barang antik dan koleksi seni tradisional.,Pusat Perbelanjaan,Yogyakarta,9.2,-7.8058,110.3643,Patehan,Kraton,09:00 - 15:00
223,Batik Giriloyo,"Jl. Raya Giriloyo, Giriloyo, Imogiri, Bantul, Yogyakarta","Batik Giriloyo adalah desa tempat produksi batik tradisional di Yogyakarta, Indonesia. Desa ini terkenal dengan motif batik yang khas dan memiliki warisan budaya yang kuat.",Cagar Alam,Yogyakarta,8.8,-7.8923,110.3782,Wukirsari,Imogiri,08:00 - 17:00
224,Lava Tour Merapi,"Jl. Kaliurang Km. 22, Pakembinangun, Hargobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582, Indonesia.",Wisata Lava Tour Merapi adalah tempat wisata petualangan yang menawarkan pengalaman mendebarkan dengan menyusuri bekas lahar dan lava hingga ke kaki Gunung Merapi. Pengunjung dapat menikmati pemandangan alam yang spektakuler serta belajar tentang sejarah letusan gunung berapi yang megah ini.,Cagar Alam,Yogyakarta,9.2,-7.5828,110.4318,Umbulharjo,Cangkringan,07:00 - 17:00
225,Gumuk Pasir,"Jalan Parang Tritis, Parangkusumo, Kretek, Bantul, Daerah Istimewa Yogyakarta",Tempat ini adalah padang pasir luas yang terdapat di Jawa Timur. Gumuk Pasir terkenal dengan panorama indahnya dan sering digunakan untuk wisata petualangan.,Cagar Alam,Yogyakarta,9,-8.0208,110.3281,Parangtritis,Kretek,06:00 - 18:00
226,Industri Jogja T-Shirt,"Alamat lokasi Industri Jogja T-Shirt: Jl. Brigjen Suryo, No. 123, Yogyakarta",Tempat ini adalah industri pembuat kaos di Jogja. Mereka menghasilkan T-shirt berkualitas tinggi untuk berbagai kebutuhan.,Pusat Perbelanjaan,Yogyakarta,8.8,-7.8017,110.3643,Ngupasan,Gondomanan,08:00 - 17:00
227,Pabrik Gula Maduksimo,"Jalan Tirtoadi, Madukismo, Sleman, Yogyakarta","Pabrik Gula Madukismo adalah pabrik gula yang terletak di Jogjakarta, Indonesia. Pabrik ini dikelilingi oleh kebun tebu yang hijau luas.",Taman Hiburan,Yogyakarta,8.8,-7.9126,110.2338,Madurejo,Tirtohargo,08:00 - 17:00
228,Taman Pintar,"Jl. Panembahan Senopati No.1-3, Ngupasan, Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Taman Pintar adalah tempat wisata edukasi yang menawarkan berbagai atraksi menarik untuk semua usia. Tempat ini menyediakan wahana belajar interaktif dan seru dengan konsep menyenangkan.,Taman Hiburan,Yogyakarta,9,-7.8012,110.3698,Ngupasan,Gondomanan,09:00 - 16:00
229,Ketep Pass,"Jl. Provinsi, Km. 22, Batur, Kec. Borobudur, Magelang, Jawa Tengah 56553, Indonesia","Ketep Pass is a scenic mountain pass located in Central Java, Indonesia, offering breathtaking views of Mount Merapi and Mount Merbabu. The pass is a popular spot for tourists to take in the stunning landscapes and enjoy the cool mountain air.",Cagar Alam,Yogyakarta,9.2,-7.5275,110.4041,Ketep,Sawangan,06:00 - 18:00
230,Candi Prambanan,"Candi Prambanan located in Yogyakarta, Indonesia.","Candi Prambanan adalah sebuah kompleks kuil Hindu yang terletak di Jawa Tengah, Indonesia. Candi ini terkenal dengan arsitektur indah dan relief reliefnya yang memukau.",Tempat Ibadah,Yogyakarta,9.6,-7.7511,110.4913,Bokoharjo,Prambanan,06:00 - 17:00
